ï»¿sprite,nÂº,spawn_biome,dex_number,name,type
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/378.png,p378,nÃ£o spawna,378.0, Regice , Gelo
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/379.png,p379,nÃ£o spawna,379.0, Registeel , AÃ§o
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/380.png,p380,nÃ£o spawna,380.0, Latias , DragÃ£o / PsÃ­quico
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/381.png,p381,nÃ£o spawna,381.0, Latios , DragÃ£o / PsÃ­quico
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/382.png,p382,ocean,382.0, Kyogre , Ãgua
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/383.png,p383,extreme_hills,383.0, Groudon , Terrestre
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/384.png,p384,montain,384.0, Rayquaza , DragÃ£o / Voador
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/385.png,p385,plains,385.0, Jirachi , AÃ§o / PsÃ­quico
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/386.png,p386,nÃ£o spawna,386.0, Deoxys , PsÃ­quico
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/387.png,p387,forest,387.0, Turtwig , Grama
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/388.png,p388,nÃ£o spawna,388.0, Grotle , Grama
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/389.png,p389,nÃ£o spawna,389.0, Torterra , Grama / Terrestre
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/390.png,p390,mesa,390.0, Chimchar , Fogo
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/391.png,p391,nÃ£o spawna,391.0, Monferno , Fogo / Lutador
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/392.png,p392,nÃ£o spawna,392.0, Infernape , Fogo / Lutador
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/393.png,p393,frozen,393.0, Piplup , Ãgua
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/394.png,p394,nÃ£o spawna,394.0, Prinplup , Ãgua
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/395.png,p395,nÃ£o spawna,395.0, Empoleon , Ãgua / AÃ§o
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/396.png,p396,plains ,396.0, Starly , Normal / Voador
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/397.png,p397,plains,397.0, Staravia , Normal / Voador
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/398.png,p398,plains,398.0, Staraptor , Normal / Voador
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/399.png,p399,em toda parte  a noite,399.0, Bidoof , Normal
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/400.png,p400,em toda parte  a noite,400.0, Bibarel , Normal / Ãgua
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/401.png,p401,nÃ£o spawna,401.0, Kricketot , Inseto
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/402.png,p402,nÃ£o spawna,402.0, Kricketune , Inseto
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/403.png,p403,plains,403.0, Shinx , ElÃ©trico
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/404.png,p404,plains,404.0, Luxio , ElÃ©trico
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/405.png,p405,nÃ£o spawna,405.0, Luxray , ElÃ©trico
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/406.png,p406,nÃ£o spawna,406.0, Budew , Grama / Venenoso
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/407.png,p407,nÃ£o spawna,407.0, Roserade , Grama / Venenoso
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/408.png,p408,nÃ£o spawna,408.0, Cranidos , Pedra
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/409.png,p409,nÃ£o spawna,409.0, Rampardos , Pedra
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/410.png,p410,nÃ£o spawna,410.0, Shieldon , Pedra / AÃ§o
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/411.png,p411,nÃ£o spawna,411.0, Bastiodon , Pedra / AÃ§o
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/412.png,p412,nÃ£o spawna,412.0, Burmy , Inseto
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/413.png,p413,nÃ£o spawna,413.0, Wormadam , Inseto / Grama
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/414.png,p414,nÃ£o spawna,414.0, Mothim , Inseto / Voador
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/415.png,p415,nÃ£o spawna,415.0, Combee , Inseto / Voador
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/416.png,p416,nÃ£o spawna,416.0, Vespiquen , Inseto / Voador
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/417.png,p417,forest,417.0, Pachirisu , ElÃ©trico
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/418.png,p418,nÃ£o spawna,418.0, Buizel , Ãgua
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/419.png,p419,nÃ£o spawna,419.0, Floatzel , Ãgua
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/420.png,p420,nÃ£o spawna,420.0, Cherubi , Grama
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/421.png,p421,nÃ£o spawna,421.0, Cherrim , Grama
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/422.png,p422,nÃ£o spawna,422.0, Shellos , Ãgua
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/423.png,p423,nÃ£o spawna,423.0, Gastrodon , Ãgua / Terrestre
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/424.png,p424,nÃ£o spawna,424.0, Ambipom , Normal
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/425.png,p425,nÃ£o spawna,425.0, Drifloon , Fantasma / Voador
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/426.png,p426,nÃ£o spawna,426.0, Drifblim , Fantasma / Voador
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/427.png,p427,nÃ£o spawna,427.0, Buneary , Normal
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/428.png,p428,nÃ£o spawna,428.0, Lopunny , Normal
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/429.png,p429,nÃ£o spawna,429.0, Mismagius , Fantasma
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/430.png,p430,nÃ£o spawna,430.0, Honchkrow , Sombrio / Voador
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/431.png,p431,nÃ£o spawna,431.0, Glameow , Normal
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/432.png,p432,nÃ£o spawna,432.0, Purugly , Normal
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/433.png,p433,nÃ£o spawna,433.0, Chingling , PsÃ­quico
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/434.png,p434,nÃ£o spawna,434.0, Stunky , Venenoso / Sombrio
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/435.png,p435,nÃ£o spawna,435.0, Skuntank , Venenoso / Sombrio
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/436.png,p436,nÃ£o spawna,436.0, Bronzor , AÃ§o / PsÃ­quico
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/437.png,p437,nÃ£o spawna,437.0, Bronzong , AÃ§o / PsÃ­quico
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/438.png,p438,nÃ£o spawna,438.0, Bonsly , Pedra
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/439.png,p439,cherry_grove,439.0, Mime Jr. , PsÃ­quico / Fada
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/440.png,p440,nÃ£o spawna,440.0, Happiny , Normal
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/441.png,p441,nÃ£o spawna,441.0, Chatot , Normal / Voador
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/442.png,p442,taiga+plains,442.0, Spiritomb , Fantasma / Sombrio
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/443.png,p443,desert,443.0, Gible , DragÃ£o / Terrestre
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/444.png,p444,desert,444.0, Gabite , DragÃ£o / Terrestre
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/445.png,p445,nÃ£o spawna,445.0, Garchomp , DragÃ£o / Terrestre
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/446.png,p446,nÃ£o spawna,446.0, Munchlax , Normal
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/447.png,p447,nÃ£o spawna,447.0, Riolu , Lutador
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/448.png,p448,nÃ£o spawna,448.0, Lucario , Lutador / AÃ§o
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/449.png,p449,nÃ£o spawna,449.0, Hippopotas , Terrestre
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/450.png,p450,nÃ£o spawna,450.0, Hippowdon , Terrestre
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/451.png,p451,nÃ£o spawna,451.0, Skorupi , Venenoso / Inseto
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/452.png,p452,nÃ£o spawna,452.0, Drapion , Sombrio / Venenoso
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/453.png,p453,nÃ£o spawna,453.0, Croagunk , Venenoso / Lutador
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/454.png,p454,nÃ£o spawna,454.0, Toxicroak , Venenoso / Lutador
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/455.png,p455,nÃ£o spawna,455.0, Carnivine , Grama
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/456.png,p456,nÃ£o spawna,456.0, Finneon , Ãgua
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/457.png,p457,nÃ£o spawna,457.0, Lumineon , Ãgua
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/458.png,p458,nÃ£o spawna,458.0, Mantyke , Ãgua / Voador
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/459.png,p459,nÃ£o spawna,459.0, Snover , Grama / Gelo
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/460.png,p460,nÃ£o spawna,460.0, Abomasnow , Grama / Gelo
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/461.png,p461,ice_plains,461.0, Weavile , Sombrio / Gelo
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/462.png,p462,nÃ£o spawna,462.0, Magnezone , ElÃ©trico / AÃ§o
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/463.png,p463,nÃ£o spawna,463.0, Lickilicky , Normal
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/464.png,p464,nÃ£o spawna,464.0, Rhyperior , Terrestre / Pedra
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/465.png,p465,nÃ£o spawna,465.0, Tangrowth , Grama
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/466.png,p466,nÃ£o spawna,466.0, Electivire , ElÃ©trico
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/467.png,p467,nÃ£o spawna,467.0, Magmortar , Fogo
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/468.png,p468,nÃ£o spawna,468.0, Togekiss , Fada / Voador
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/469.png,p469,nÃ£o spawna,469.0, Yanmega , Inseto / Voador
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/470.png,p470,nÃ£o spawna,470.0, Leafeon , Grama
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/471.png,p471,nÃ£o spawna,471.0, Glaceon , Gelo
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/472.png,p472,nÃ£o spawna,472.0, Gliscor , Terrestre / Voador
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/473.png,p473,nÃ£o spawna,473.0, Mamoswine , Gelo / Terrestre
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/474.png,p474,nÃ£o spawna,474.0, Porygon-Z , Normal
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/475.png,p475,nÃ£o spawna,475.0, Gallade , PsÃ­quico / Lutador
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/476.png,p476,nÃ£o spawna,476.0, Probopass , Pedra / AÃ§o
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/477.png,p477,nÃ£o spawna,477.0, Dusknoir , Fantasma
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/478.png,p478,nÃ£o spawna,478.0, Froslass , Gelo / Fantasma
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/479.png,p479,nÃ£o spawna,479.0, Rotom , ElÃ©trico / Fantasma
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/480.png,p480,nÃ£o spawna,480.0, Uxie , PsÃ­quico
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/481.png,p481,nÃ£o spawna,481.0, Mesprit , PsÃ­quico
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/482.png,p482,nÃ£o spawna,482.0, Azelf , PsÃ­quico
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/483.png,p483,the_end,483.0, Dialga , AÃ§o / DragÃ£o
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/484.png,p484,the_end,484.0, Palkia , Ãgua / DragÃ£o
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/485.png,p485,nÃ£o spawna,485.0, Heatran , Fogo / AÃ§o
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/486.png,p486,nÃ£o spawna,486.0, Regigigas , Normal
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/487.png,p487,the_end,487.0, Giratina , Fantasma / DragÃ£o
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/488.png,p488,nÃ£o spawna,488.0, Cresselia , PsÃ­quico
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/489.png,p489,nÃ£o spawna,489.0, Phione , Ãgua
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/490.png,p490,nÃ£o spawna,490.0, Manaphy , Ãgua
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/491.png,p491,roofed,491.0, Darkrai , Sombrio
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/492.png,p492,nÃ£o spawna,492.0, Shaymin , Grama
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/493.png,p493,pokemon do Shiro,493.0, Arceus , Normal
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/494.png,p494,nÃ£o spawna,494.0, Victini , PsÃ­quico / Fogo
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/495.png,p495,forest,495.0, Snivy , Grama
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/496.png,p496,nÃ£o spawna,496.0, Servine , Grama
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/497.png,p497,nÃ£o spawna,497.0, Serperior , Grama
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/498.png,p498,mesa,498.0, Tepig , Fogo
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/499.png,p499,nÃ£o spawna,499.0, Pignite , Fogo / Lutador
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/500.png,p500,nÃ£o spawna,500.0, Emboar , Fogo / Lutador
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/501.png,p501,ocean,501.0, Oshawott , Ãgua
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/502.png,p502,nÃ£o spawna,502.0, Dewott , Ãgua
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/503.png,p503,nÃ£o spawna,503.0, Samurott , Ãgua
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/504.png,p504,nÃ£o spawna,504.0, Patrat , Normal
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/505.png,p505,nÃ£o spawna,505.0, Watchog , Normal
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/506.png,p506,nÃ£o spawna,506.0, Lillipup , Normal
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/507.png,p507,nÃ£o spawna,507.0, Herdier , Normal
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/508.png,p508,nÃ£o spawna,508.0, Stoutland , Normal
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/509.png,p509,nÃ£o spawna,509.0, Purrloin , Sombrio
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/510.png,p510,nÃ£o spawna,510.0, Liepard , Sombrio
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/511.png,p511,nÃ£o spawna,511.0, Pansage , Grama
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/512.png,p512,nÃ£o spawna,512.0, Simisage , Grama
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/513.png,p513,nÃ£o spawna,513.0, Pansear , Fogo
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/514.png,p514,nÃ£o spawna,514.0, Simisear , Fogo
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/515.png,p515,nÃ£o spawna,515.0, Panpour , Ãgua
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/516.png,p516,nÃ£o spawna,516.0, Simipour , Ãgua
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/517.png,p517,nÃ£o spawna,517.0, Munna , PsÃ­quico
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/518.png,p518,nÃ£o spawna,518.0, Musharna , PsÃ­quico
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/519.png,p519,nÃ£o spawna,519.0, Pidove , Normal / Voador
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/520.png,p520,nÃ£o spawna,520.0, Tranquill , Normal / Voador
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/521.png,p521,nÃ£o spawna,521.0, Unfezant , Normal / Voador
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/522.png,p522,nÃ£o spawna,522.0, Blitzle , ElÃ©trico
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/523.png,p523,nÃ£o spawna,523.0, Zebstrika , ElÃ©trico
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/524.png,p524,nÃ£o spawna,524.0, Roggenrola , Pedra
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/525.png,p525,nÃ£o spawna,525.0, Boldore , Pedra
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/526.png,p526,nÃ£o spawna,526.0, Gigalith , Pedra
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/527.png,p527,nÃ£o spawna,527.0, Woobat , PsÃ­quico / Voador
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/528.png,p528,nÃ£o spawna,528.0, Swoobat , PsÃ­quico / Voador
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/529.png,p529,caves,529.0, Drilbur , Terrestre
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/530.png,p530,nÃ£o spawna,530.0, Excadrill , Terrestre / AÃ§o
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/531.png,p531,nÃ£o spawna,531.0, Audino , Normal
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/532.png,p532,nÃ£o spawna,532.0, Timburr , Lutador
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/533.png,p533,nÃ£o spawna,533.0, Gurdurr , Lutador
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/534.png,p534,nÃ£o spawna,534.0, Conkeldurr , Lutador
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/535.png,p535,nÃ£o spawna,535.0, Tympole , Ãgua
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/536.png,p536,nÃ£o spawna,536.0, Palpitoad , Ãgua / Terrestre
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/537.png,p537,nÃ£o spawna,537.0, Seismitoad , Ãgua / Terrestre
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/538.png,p538,nÃ£o spawna,538.0, Throh , Lutador
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/539.png,p539,nÃ£o spawna,539.0, Sawk , Lutador
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/540.png,p540,nÃ£o spawna,540.0, Sewaddle , Inseto / Grama
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/541.png,p541,nÃ£o spawna,541.0, Swadloon , Inseto / Grama
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/542.png,p542,nÃ£o spawna,542.0, Leavanny , Inseto / Grama
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/543.png,p543,nÃ£o spawna,543.0, Venipede , Inseto / Venenoso
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/544.png,p544,nÃ£o spawna,544.0, Whirlipede , Inseto / Venenoso
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/545.png,p545,nÃ£o spawna,545.0, Scolipede , Inseto / Venenoso
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/546.png,p546,nÃ£o spawna,546.0, Cottonee , Grama / Fada
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/547.png,p547,nÃ£o spawna,547.0, Whimsicott , Grama / Fada
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/548.png,p548,nÃ£o spawna,548.0, Petilil , Grama
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/549.png,p549,nÃ£o spawna,549.0, Lilligant , Grama
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/550.png,p550,nÃ£o spawna,550.0, Basculin , Ãgua
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/551.png,p551,nÃ£o spawna,551.0, Sandile , Terrestre / Sombrio
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/552.png,p552,nÃ£o spawna,552.0, Krokorok , Terrestre / Sombrio
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/553.png,p553,nÃ£o spawna,553.0, Krookodile , Terrestre / Sombrio
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/554.png,p554,nÃ£o spawna,554.0, Darumaka , Fogo
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/555.png,p555,nÃ£o spawna,555.0, Darmanitan , Fogo
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/556.png,p556,nÃ£o spawna,556.0, Maractus , Grama
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/557.png,p557,nÃ£o spawna,557.0, Dwebble , Inseto / Pedra
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/558.png,p558,nÃ£o spawna,558.0, Crustle , Inseto / Pedra
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/559.png,p559,nÃ£o spawna,559.0, Scraggy , Sombrio / Lutador
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/560.png,p560,nÃ£o spawna,560.0, Scrafty , Sombrio / Lutador
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/561.png,p561,nÃ£o spawna,561.0, Sigilyph , PsÃ­quico / Voador
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/562.png,p562,nÃ£o spawna,562.0, Yamask , Fantasma
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/563.png,p563,nÃ£o spawna,563.0, Cofagrigus , Fantasma
